cycle,channel,mode_comp,ab_sel,d15,d16,error
127515,1,0,1,1,0,3006
127529,3,0,0,1,0,3838
127770,1,0,0,1,0,3070
127810,4,0,0,1,0,3966
127829,5,1,1,0,0,-3
127946,3,0,1,1,0,3774
128090,5,1,1,1,0,-3
128131,3,0,1,1,0,3774
128141,1,0,1,1,0,3006
128212,0,0,1,1,0,4030
128283,1,0,1,1,0,3006
128292,2,0,1,1,0,3518
128305,1,0,1,1,0,3006
128314,4,0,0,1,0,3966
128331,0,0,0,1,0,4095
128400,4,0,1,1,0,3902
128639,1,0,0,1,0,3070
128719,0,0,0,1,0,4095
128944,2,0,1,1,0,3518
129120,5,1,1,0,0,-3
129163,4,0,0,1,0,3966
129213,5,1,1,1,0,-3
129235,4,0,0,1,0,3966
129282,4,0,1,1,0,3902
129291,2,0,1,1,0,3518
129305,5,1,0,1,0,-3
129504,5,1,0,0,0,-3
129657,4,0,0,1,0,3966
129670,5,1,1,1,0,-3
129674,3,0,1,1,0,3774
129808,2,0,1,1,0,3518
130026,5,1,0,1,0,-3
130224,5,1,0,0,0,-3
130239,0,0,0,1,0,4095
130402,5,1,0,0,0,-3
130475,5,1,1,0,0,-3
130501,3,0,1,1,0,3774
130511,5,1,0,1,0,-3
130573,0,0,0,1,0,4095
130631,0,0,0,1,0,4095
130715,5,1,0,1,0,-3
130743,2,0,0,1,0,3582
130746,4,0,1,1,0,3902
130812,5,1,0,0,0,-3
130922,0,0,0,1,0,4095
131017,2,0,1,1,0,3518
131062,3,0,0,1,0,3838
131112,1,0,0,1,0,3070
131132,5,1,1,0,0,-3
131139,5,1,0,0,0,-3
131239,2,0,0,1,0,3582
131262,3,0,1,1,0,3774
131268,1,0,1,1,0,3006
131327,1,0,0,1,0,3070
131389,5,1,1,1,0,-3
131393,4,0,0,1,0,3966
131568,2,0,0,1,0,3582
131571,4,0,1,1,0,3902
131674,3,0,0,1,0,3838
131778,5,1,0,1,0,-3
131838,3,0,1,1,0,3774
131905,3,0,1,1,0,3774
131912,5,1,1,1,0,-3
131945,2,0,0,1,0,3582
132009,5,1,1,1,0,-3
132161,2,0,1,1,0,3518
132203,0,0,0,1,0,4095
132254,2,0,1,1,0,3518
132418,4,0,1,1,0,3902
132465,5,1,1,1,0,-3
132515,0,0,0,1,0,4095
132662,3,0,1,1,0,3774
132921,5,1,1,1,0,-3
132925,3,0,1,1,0,3774
132955,5,1,0,1,0,-3
133022,3,0,1,1,0,3774
133149,1,0,0,1,0,3070
133171,3,0,0,1,0,3838
133249,1,0,0,1,0,3070
133279,5,1,0,1,0,-3
133310,1,0,1,1,0,3006
133395,2,0,1,1,0,3518
133635,1,0,0,1,0,3070
133657,5,1,0,0,0,-3
133721,3,0,0,1,0,3838
133743,2,0,0,1,0,3582
133759,1,0,0,1,0,3070
133795,5,1,1,1,0,-3
133830,2,0,1,1,0,3518
133865,4,0,0,1,0,3966
133887,1,0,1,1,0,3006
134062,5,1,1,0,0,-3
134158,3,0,0,1,0,3838
134173,2,0,1,1,0,3518
134227,5,1,1,1,0,-3
134277,1,0,0,1,0,3070
134409,3,0,1,1,0,3774
134542,0,0,1,1,0,4030
134548,1,0,1,1,0,3006
134699,1,0,1,1,0,3006
134808,3,0,1,1,0,3774
134876,4,0,1,1,0,3902
134918,0,0,0,1,0,4095
135161,1,0,1,1,0,3006
135191,2,0,0,1,0,3582
135330,3,0,0,1,0,3838
135376,3,0,1,1,0,3774
135431,4,0,1,1,0,3902
135504,3,0,0,1,0,3838
135522,0,0,1,1,0,4030
135587,4,0,1,1,0,3902
135633,0,0,1,1,0,4030
135666,3,0,1,1,0,3774
135683,5,1,1,1,0,-3
135848,1,0,1,1,0,3006
135857,3,0,1,1,0,3774
135905,4,0,0,1,0,3966
135912,5,1,0,1,0,-3
135938,4,0,1,1,0,3902
135947,0,0,0,1,0,4095
136141,5,1,1,1,0,-3
136155,5,1,1,1,0,-3
136161,2,0,0,1,0,3582
136203,2,0,1,1,0,3518
136271,1,0,1,1,0,3006
136301,5,1,1,0,0,-3
136502,2,0,0,1,0,3582
136596,3,0,1,1,0,3774
136895,2,0,1,1,0,3518
136988,5,1,0,1,0,-3
137001,0,0,0,1,0,4095
137025,1,0,1,1,0,3006
137363,2,0,0,1,0,3582
137428,2,0,0,1,0,3582
137494,3,0,1,1,0,3774
137634,2,0,1,1,0,3518
137641,5,1,1,0,0,-3
137679,2,0,0,1,0,3582
137699,5,1,1,1,0,-3
137717,1,0,0,1,0,3070
137738,5,1,1,0,0,-3
137793,4,0,1,1,0,3902
137835,2,0,1,1,0,3518
137877,2,0,1,1,0,3518
137898,5,1,0,1,0,-3
138066,0,0,1,1,0,4030
138205,1,0,0,1,0,3070
138230,4,0,0,1,0,3966
138388,2,0,1,1,0,3518
138443,2,0,1,1,0,3518
138449,2,0,0,1,0,3582
138456,5,1,0,0,0,-3
138511,0,0,1,1,0,4030
138548,0,0,0,1,0,4095
138570,2,0,1,1,0,3518
138583,5,1,0,0,0,-3
138604,4,0,1,1,0,3902
138646,1,0,1,1,0,3006
138652,1,0,1,1,0,3006
138770,2,0,0,1,0,3582
138795,0,0,1,1,0,4030
138880,2,0,1,1,0,3518
138887,5,1,1,0,0,-3
138987,5,1,0,1,0,-3
139024,3,0,0,1,0,3838
139028,3,0,1,1,0,3774
139038,3,0,1,1,0,3774
139045,5,1,0,1,0,-3
139214,2,0,0,1,0,3582
139217,4,0,1,1,0,3902
139241,4,0,1,1,0,3902
139463,5,1,1,1,0,-3
139509,0,0,0,1,0,4095
139551,4,0,0,1,0,3966
139724,3,0,0,1,0,3838
139774,0,0,0,1,0,4095
139862,0,0,1,1,0,4030
139904,4,0,1,1,0,3902
139936,3,0,0,1,0,3838
139940,4,0,0,1,0,3966
139982,1,0,1,1,0,3006
140009,1,0,1,1,0,3006
140021,4,0,1,1,0,3902
140050,5,1,0,1,0,-3
140118,4,0,1,1,0,3902
140160,2,0,0,1,0,3582
140226,2,0,1,1,0,3518
140412,0,0,0,1,0,4095
140507,1,0,0,1,0,3070
140534,0,0,0,1,0,4095
140549,5,1,1,1,0,-3
140705,3,0,1,1,0,3774
140722,5,1,0,1,0,-3
140759,5,1,0,0,0,-3
140802,4,0,0,1,0,3966
140833,5,1,0,1,0,-3
140867,1,0,1,1,0,3006
140876,3,0,0,1,0,3838
140880,4,0,0,1,0,3966
140921,1,0,0,1,0,3071
141069,1,0,1,1,0,3006
141078,2,0,0,1,0,3582
141226,3,0,0,1,0,3838
141300,1,0,1,1,0,3006
141332,2,0,1,1,0,3518
141437,2,0,0,1,0,3582
141597,5,1,0,1,0,-3
141672,1,0,0,1,0,3071
141766,0,0,1,1,0,4030
141805,0,0,1,1,0,4030
141824,5,1,1,0,0,-3
141951,1,0,0,1,0,3071
142024,5,1,0,0,0,-3
142039,0,0,0,1,0,4095
142345,5,1,0,0,0,-3
142487,1,0,1,1,0,3006
142540,5,1,0,1,0,-3
142708,4,0,1,1,0,3902
142749,1,0,0,1,0,3071
142814,5,1,0,1,0,-3
142835,5,1,0,1,0,-3
142878,0,0,0,1,0,4095
142907,4,0,0,1,0,3966
142912,2,0,1,1,0,3518
142919,5,1,0,0,0,-3
142954,1,0,1,1,0,3006
143010,5,1,1,1,0,-3
143137,5,1,1,0,0,-3
143306,5,1,1,0,0,-3
143388,2,0,0,1,0,3582
143469,3,0,1,1,0,3774
143547,4,0,1,1,0,3902
143666,5,1,1,1,0,-3
143703,0,0,1,1,0,4030
143870,0,0,1,1,0,4030
143885,1,0,0,1,0,3071
143924,1,0,1,1,0,3006
143976,5,1,1,0,0,-3
144021,0,0,1,1,0,4030
144044,3,0,1,1,0,3774
144102,2,0,0,1,0,3582
144121,5,1,0,1,0,-3
144160,5,1,1,1,0,-3
144225,3,0,1,1,0,3774
144264,4,0,1,1,0,3902
144402,5,1,1,0,0,-3
144409,5,1,0,0,0,-3
144486,3,0,1,1,0,3774
144551,5,1,0,1,0,-3
144581,3,0,0,1,0,3838
144617,5,1,0,0,0,-3
144666,0,0,1,1,0,4030
144774,2,0,0,1,0,3582
144802,1,0,0,1,0,3071
144999,1,0,1,1,0,3006
145035,3,0,0,1,0,3838
145173,3,0,1,1,0,3774
145180,5,1,0,1,0,-3
145296,1,0,0,1,0,3071
145319,0,0,0,1,0,4095
145353,2,0,0,1,0,3582
145371,2,0,0,1,0,3582
145502,5,1,0,0,0,-3
145535,2,0,1,1,0,3518
145689,5,1,1,1,0,-3
145717,0,0,1,1,0,4030
145736,5,1,0,1,0,-3
145776,3,0,1,1,0,3774
145956,1,0,0,1,0,3071
145969,5,1,1,0,0,-3
145998,1,0,0,1,0,3071
146015,1,0,0,1,0,3071
146140,5,1,0,0,0,-3
146174,0,0,0,1,0,4095
146258,5,1,0,1,0,-3
146283,5,1,1,0,0,-3
146305,0,0,0,1,0,4095
146409,0,0,1,1,0,4030
146434,3,0,0,1,0,3838
146509,0,0,0,1,0,4095
146632,2,0,1,1,0,3518
146923,5,1,1,1,0,-3
146947,5,1,0,0,0,-3
147028,4,0,0,1,0,3966
147197,1,0,0,1,0,3071
147204,5,1,0,1,0,-3
147216,2,0,0,1,0,3582
147234,3,0,1,1,0,3774
147329,5,1,1,0,0,-3
147357,3,0,0,1,0,3838
147565,0,0,1,1,0,4030
147857,5,1,1,0,0,-3
147878,5,1,0,1,0,-3
147907,4,0,0,1,0,3966
147949,2,0,0,1,0,3582
148173,2,0,0,1,0,3582
148414,5,1,0,0,0,-3
148506,3,0,1,1,0,3774
148516,0,0,1,1,0,4030
148657,5,1,0,0,0,-3
148809,0,0,1,1,0,4030
148821,4,0,0,1,0,3966
148885,4,0,0,1,0,3966
148906,1,0,1,1,0,3006
148956,2,0,0,1,0,3582
149052,2,0,0,1,0,3582
149055,4,0,1,1,0,3902
149086,5,1,1,1,0,-3
149132,5,1,1,1,0,-3
149282,5,1,0,1,0,-3
149316,0,0,1,1,0,4030
149453,1,0,0,1,0,3071
149460,5,1,0,1,0,-3
149539,5,1,0,0,0,-3
149544,2,0,1,1,0,3518
149592,4,0,0,1,0,3966
149843,4,0,0,1,0,3966
149855,5,1,0,0,0,-3
149926,2,0,1,1,0,3518
149954,4,0,0,1,0,3966
149961,5,1,1,1,0,-3
150095,3,0,0,1,0,3838
150105,0,0,0,1,0,4095
150155,3,0,0,1,0,3838
150211,5,1,1,0,0,-3
150218,5,1,0,0,0,-3
150264,0,0,1,1,0,4030
150425,2,0,1,1,0,3518
150454,0,0,1,1,0,4030
150533,3,0,1,1,0,3774
150700,0,0,1,1,0,4030
150724,1,0,0,1,0,3071
150784,5,1,0,0,0,-3
150936,3,0,0,1,0,3838
151171,0,0,1,1,0,4030
151237,4,0,1,1,0,3902
151257,1,0,0,1,0,3071
151324,3,0,1,1,0,3774
151449,5,1,1,0,0,-3
151474,5,1,1,1,0,-3
151651,5,1,0,1,0,-3
151737,4,0,0,1,0,3966
151950,1,0,0,1,0,3071
152119,5,1,1,1,0,-3
152244,2,0,0,1,0,3582
152336,5,1,0,1,0,-3
152341,3,0,0,1,0,3838
152458,2,0,0,1,0,3582
152485,5,1,0,1,0,-3
152510,5,1,0,0,0,-3
152578,3,0,0,1,0,3838
152588,1,0,0,1,0,3071
152673,3,0,0,1,0,3838
152710,1,0,0,1,0,3071
152782,4,0,1,1,0,3902
152809,3,0,0,1,0,3838
152949,5,1,1,0,0,-3
153117,2,0,1,1,0,3518
153130,1,0,1,1,0,3006
153289,0,0,1,1,0,4030
153309,5,1,1,1,0,-3
153412,3,0,1,1,0,3774
153485,1,0,1,1,0,3006
153545,1,0,1,1,0,3006
153577,0,0,1,1,0,4030
153705,0,0,1,1,0,4030
153722,4,0,1,1,0,3902
153731,3,0,1,1,0,3774
153802,2,0,1,1,0,3518
153919,1,0,1,1,0,3006
153961,4,0,0,1,0,3966
154028,0,0,1,1,0,4030
154114,4,0,0,1,0,3966
154215,1,0,0,1,0,3071
154290,0,0,1,1,0,4030
154326,4,0,0,1,0,3966
154358,0,0,0,1,0,4095
154460,3,0,0,1,0,3838
154493,5,1,0,0,0,-3
154536,2,0,0,1,0,3582
154591,3,0,0,1,0,3838
154601,3,0,0,1,0,3838
154605,3,0,1,1,0,3774
154655,1,0,0,1,0,3071
154696,5,1,1,0,0,-3
154815,5,1,0,0,0,-3
154865,3,0,0,1,0,3838
154869,4,0,0,1,0,3966
154945,4,0,0,1,0,3966
155024,2,0,0,1,0,3582
155107,1,0,1,1,0,3007
155198,2,0,0,1,0,3582
155282,0,0,1,1,0,4030
155437,5,1,0,0,0,-3
155461,5,1,0,1,0,-3
155474,1,0,0,1,0,3071
155574,0,0,1,1,0,4030
155622,0,0,0,1,0,4095
155848,1,0,1,1,0,3007
155860,4,0,1,1,0,3902
156081,3,0,0,1,0,3838
156156,1,0,1,1,0,3007
156216,2,0,1,1,0,3518
156246,2,0,1,1,0,3518
156288,2,0,0,1,0,3582
156341,5,1,0,1,0,-3
156353,0,0,0,1,0,4095
156433,2,0,1,1,0,3518
156470,0,0,1,1,0,4030
156487,4,0,0,1,0,3966
156523,0,0,1,1,0,4030
156668,5,1,1,0,0,-3
156720,2,0,1,1,0,3518
156917,0,0,0,1,0,4095
156925,0,0,1,1,0,4030
156950,5,1,0,1,0,-3
156972,0,0,1,1,0,4030
156989,2,0,1,1,0,3518
157085,0,0,0,1,0,4095
157138,5,1,1,0,0,-3
157195,4,0,1,1,0,3902
157233,5,1,1,0,0,-3
157306,0,0,0,1,0,4095
157326,0,0,1,1,0,4030
157376,5,1,0,0,0,-3
157410,5,1,0,0,0,-3
157424,0,0,0,1,0,4095
157569,0,0,1,1,0,4030
157601,4,0,1,1,0,3902
157621,1,0,1,1,0,3007
157665,0,0,0,1,0,4095
157695,4,0,1,1,0,3902
157794,5,1,0,1,0,-3
157829,5,1,0,1,0,-3
157921,3,0,0,1,0,3838
157957,1,0,1,1,0,3007
157981,4,0,0,1,0,3966
158008,5,1,1,0,0,-3
158090,2,0,0,1,0,3582
158108,0,0,0,1,0,4095
158161,4,0,0,1,0,3966
158178,4,0,0,1,0,3966
158228,5,1,0,0,0,-3
158481,1,0,0,1,0,3071
158488,5,1,1,1,0,-3
158546,1,0,0,1,0,3071
158629,4,0,1,1,0,3902
158734,0,0,1,1,0,4030
158740,2,0,0,1,0,3582
158886,5,1,0,0,0,-3
159027,5,1,0,1,0,-3
159032,3,0,0,1,0,3838
159084,1,0,0,1,0,3071
159137,3,0,0,1,0,3838
159141,3,0,1,1,0,3774
159279,0,0,0,1,0,4095
159315,5,1,1,0,0,-3
159402,5,1,1,1,0,-3
159406,3,0,1,1,0,3774
159416,5,1,1,1,0,-3
159481,1,0,1,1,0,3007
159490,1,0,0,1,0,3071
159514,1,0,0,1,0,3071
159558,4,0,1,1,0,3902
159567,1,0,0,1,0,3071
159719,1,0,0,1,0,3071
159853,2,0,1,1,0,3518
159901,2,0,0,1,0,3582
159922,3,0,0,1,0,3838
160125,5,1,0,1,0,-3
160415,3,0,0,1,0,3838
160641,5,1,0,1,0,-3
161057,5,1,0,0,0,-3
161205,1,0,1,1,0,3007
161410,2,0,1,1,0,3518
161417,5,1,0,0,0,-3
161429,1,0,0,1,0,3071
161523,5,1,0,0,0,-3
161900,5,1,1,1,0,-3
161954,3,0,0,1,0,3838
162022,5,1,1,0,0,-3
162155,1,0,1,1,0,3007
162170,2,0,0,1,0,3582
162424,3,0,1,1,0,3774
162474,4,0,0,1,0,3966
162481,5,1,0,1,0,-3
162705,1,0,1,1,0,3007
163131,2,0,1,1,0,3518
163184,5,1,1,0,0,-3
163209,3,0,0,1,0,3838
163281,1,0,1,1,0,3007
163341,4,0,1,1,0,3902
163398,4,0,0,1,0,3966
163403,2,0,1,1,0,3519
163417,5,1,0,1,0,-3
163444,1,0,0,1,0,3071
163526,5,1,1,1,0,-3
163655,5,1,0,1,0,-3
163745,5,1,0,1,0,-3
163768,5,1,0,0,0,-3
163844,3,0,0,1,0,3838
163848,4,0,0,1,0,3966
163861,5,1,1,1,0,-3
163893,0,0,1,1,0,4030
164110,5,1,0,1,0,-3
164161,4,0,1,1,0,3902
164350,5,1,0,0,0,-3
164420,5,1,0,1,0,-3
164492,0,0,0,1,0,4095
164561,5,1,1,0,0,-3
164639,3,0,0,1,0,3838
164673,0,0,0,1,0,4095
164705,5,1,1,0,0,-3
164815,4,0,1,1,0,3902
164865,2,0,0,1,0,3582
165033,0,0,0,1,0,4095
165046,2,0,1,1,0,3519
165059,0,0,1,1,0,4030
165073,2,0,0,1,0,3582
165161,4,0,1,1,0,3902
165208,5,1,0,1,0,-3
165220,1,0,0,1,0,3071
165258,2,0,0,1,0,3582
165342,4,0,1,1,0,3902
165368,0,0,1,1,0,4030
165613,5,1,1,0,0,-3
165850,4,0,0,1,0,3966
165903,0,0,1,1,0,4030
165920,3,0,1,1,0,3774
165938,0,0,1,1,0,4030
165951,3,0,0,1,0,3838
166128,2,0,0,1,0,3582
166140,5,1,1,1,0,-3
166170,1,0,1,1,0,3007
166188,3,0,1,1,0,3774
166263,0,0,0,1,0,4095
166365,0,0,1,1,0,4030
166395,4,0,0,1,0,3966
166493,2,0,0,1,0,3582
166534,1,0,0,1,0,3071
166597,4,0,1,1,0,3902
166700,4,0,0,1,0,3966
166842,0,0,0,1,0,4095
166905,0,0,0,1,0,4095
167124,5,1,1,0,0,-3
167176,0,0,1,1,0,4030
167188,4,0,0,1,0,3966
167334,2,0,0,1,0,3582
167346,5,1,1,1,0,-3
167525,4,0,1,1,0,3902
167630,2,0,1,1,0,3519
167654,4,0,0,1,0,3966
167661,5,1,1,1,0,-3
167701,3,0,1,1,0,3774
167759,3,0,1,1,0,3774
167775,1,0,1,1,0,3007
167798,1,0,0,1,0,3071
167883,5,1,0,0,0,-3
167936,5,1,1,1,0,-3
167996,5,1,1,1,0,-3
168199,4,0,1,1,0,3902
168234,0,0,1,1,0,4030
168355,0,0,0,1,0,4095
168464,5,1,0,1,0,-3
168566,2,0,1,1,0,3519
168742,5,1,0,0,0,-3
168750,0,0,1,1,0,4030
168764,2,0,0,1,0,3582
168771,5,1,0,0,0,-3
168862,2,0,1,1,0,3519
168948,4,0,0,1,0,3966
169028,5,1,1,1,0,-3
169093,1,0,0,1,0,3071
169233,5,1,1,0,0,-3
169344,0,0,1,1,0,4030
169430,3,0,1,1,0,3774
169446,1,0,1,1,0,3007
169455,1,0,1,1,0,3007
169482,1,0,0,1,0,3071
169600,1,0,0,1,0,3071
169687,5,1,1,1,0,-3
169764,3,0,0,1,0,3838
169806,2,0,0,1,0,3582
169851,2,0,1,1,0,3519
169880,4,0,1,1,0,3902
170153,2,0,1,1,0,3519
170226,4,0,1,1,0,3902
170232,1,0,1,1,0,3007
170387,2,0,1,1,0,3519
170439,2,0,0,1,0,3582
170526,5,1,1,1,0,-3
170602,3,0,1,1,0,3775
170644,4,0,0,1,0,3966
170698,1,0,1,1,0,3007
170712,3,0,0,1,0,3838
170745,0,0,1,1,0,4030
170783,5,1,1,0,0,-3
170820,5,1,1,1,0,-3
170904,4,0,0,1,0,3966
171054,5,1,1,1,0,-3
171084,5,1,1,0,0,-3
171145,1,0,1,1,0,3007
171353,0,0,1,1,0,4030
171368,1,0,0,1,0,3071
171549,4,0,1,1,0,3902
171611,5,1,1,0,0,-3
171673,5,1,1,1,0,-3
171677,4,0,0,1,0,3966
171828,2,0,0,1,0,3583
171935,2,0,0,1,0,3583
172067,3,0,0,1,0,3838
172077,5,1,0,0,0,-3
172104,1,0,1,1,0,3007
172314,4,0,0,1,0,3966
172389,5,1,1,1,0,-3
172439,5,1,0,1,0,-3
172542,3,0,0,1,0,3838
172546,3,0,1,1,0,3775
172552,2,0,0,1,0,3583
172573,5,1,0,0,0,-3
172669,5,1,0,0,0,-3
172717,3,0,0,1,0,3838
173012,2,0,0,1,0,3583
173167,0,0,0,1,0,4095
173180,2,0,1,1,0,3519
173261,0,0,0,1,0,4095
173365,2,0,1,1,0,3519
173448,3,0,1,1,0,3775
173502,4,0,1,1,0,3902
173508,2,0,0,1,0,3583
173511,4,0,1,1,0,3902
173562,5,1,0,0,0,-3
173647,4,0,0,1,0,3966
173664,3,0,0,1,0,3838
173674,4,0,0,1,0,3966
173733,0,0,0,1,0,4095
173983,5,1,1,0,0,-3
174011,0,0,0,1,0,4095
174039,5,1,1,0,0,-3
174150,5,1,1,1,0,-3
174183,1,0,0,1,0,3071
174190,5,1,1,1,0,-3
174285,2,0,0,1,0,3583
174288,4,0,1,1,0,3902
174377,1,0,1,1,0,3007
174444,4,0,0,1,0,3966
174486,2,0,1,1,0,3519
174905,5,1,0,0,0,-3
175233,4,0,1,1,0,3902
175333,3,0,1,1,0,3775
175707,5,1,1,1,0,-3
175714,5,1,1,0,0,-3
175770,4,0,1,1,0,3902
175791,1,0,0,1,0,3071
175959,0,0,0,1,0,4095
175974,5,1,1,0,0,-3
176044,5,1,0,1,0,-3
176160,4,0,1,1,0,3902
176216,5,1,1,1,0,-3
176263,5,1,1,1,0,-3
176350,2,0,1,1,0,3519
176417,5,1,1,0,0,-3
176513,0,0,0,1,0,4095
176573,0,0,1,1,0,4030
176637,3,0,1,1,0,3775
176644,5,1,1,1,0,-3
176687,0,0,0,1,0,4095
176789,2,0,1,1,0,3519
176834,4,0,0,1,0,3967
176839,3,0,0,1,0,3839
176893,3,0,0,1,0,3839
176915,0,0,1,1,0,4031
176983,1,0,0,1,0,3071
177017,5,1,1,1,0,-3
177109,5,1,1,1,0,-3
177128,1,0,1,1,0,3007
177266,5,1,1,0,0,-3
177341,5,1,0,0,0,-3
177422,4,0,0,1,0,3967
177460,3,0,1,1,0,3775
177484,0,0,0,1,0,4095
177573,1,0,1,1,0,3007
177649,5,1,0,0,0,-3
177672,4,0,1,1,0,3903
177941,4,0,1,1,0,3903
177992,5,1,1,1,0,-3
177996,4,0,0,1,0,3967
178360,5,1,0,1,0,-3
178373,0,0,0,1,0,4095
178388,5,1,1,1,0,-3
178392,3,0,1,1,0,3775
178508,0,0,0,1,0,4095
178760,3,0,0,1,0,3839
178777,5,1,0,0,0,-3
178950,0,0,1,1,0,4031
179118,5,1,1,1,0,-3
179177,4,0,1,1,0,3903
179260,5,1,0,1,0,-3
179334,2,0,1,1,0,3519
179367,5,1,1,1,0,-2
179391,3,0,0,1,0,3839
179461,0,0,0,1,0,4095
179484,0,0,0,1,0,4095
179515,2,0,1,1,0,3519
179611,3,0,0,1,0,3839
179653,1,0,1,1,0,3007
179705,5,1,0,1,0,-2
179781,5,1,0,0,0,-2
179891,5,1,0,0,0,-2
179981,5,1,0,1,0,-2
180239,1,0,1,1,0,3007
180287,3,0,0,1,0,3839
180468,3,0,0,1,0,3839
180509,1,0,0,1,0,3071
180541,5,1,1,0,0,-2
180695,3,0,0,1,0,3839
180712,5,1,0,1,0,-2
180767,5,1,1,0,0,-2
180846,4,0,0,1,0,3967
180990,5,1,0,1,0,-2
181030,5,1,1,1,0,-2
181085,5,1,0,1,0,-2
181144,5,1,1,1,0,-2
181247,5,1,1,0,0,-2
181273,3,0,1,1,0,3775
181283,4,0,1,1,0,3903
181301,1,0,0,1,0,3071
181394,1,0,0,1,0,3071
181427,3,0,0,1,0,3839
181437,5,1,1,0,0,-2
181444,5,1,1,0,0,-2
181469,2,0,1,1,0,3519
181559,5,1,0,0,0,-2
181564,2,0,1,1,0,3519
181577,0,0,1,1,0,4031
181615,2,0,1,1,0,3519
181763,4,0,0,1,0,3967
181917,5,1,1,1,0,-2
181982,5,1,0,0,0,-2
182060,5,1,0,0,0,-2
182114,5,1,1,1,0,-2
182148,4,0,1,1,0,3903
182157,3,0,0,1,0,3839
182258,5,1,0,0,0,-2
182342,5,1,0,0,0,-2
182518,1,0,0,1,0,3071
182657,3,0,0,1,0,3839
182791,1,0,1,1,0,3007
182811,5,1,1,0,0,-2
182830,1,0,0,1,0,3071
182930,3,0,0,1,0,3839
182963,1,0,1,1,0,3007
182972,0,0,0,1,0,4095
183143,3,0,1,1,0,3775
183184,5,1,0,0,0,-2
183239,4,0,0,1,0,3967
183364,1,0,1,1,0,3007
183418,3,0,0,1,0,3839
183468,4,0,0,1,0,3967
183604,0,0,1,1,0,4031
183621,3,0,0,1,0,3839
183700,3,0,0,1,0,3839
183715,2,0,1,1,0,3519
183734,1,0,1,1,0,3007
184021,5,1,0,1,0,-2
184034,1,0,0,1,0,3071
184171,2,0,0,1,0,3583
184313,0,0,0,1,0,4095
184386,4,0,1,1,0,3903
184408,5,1,0,1,0,-2
184434,4,0,1,1,0,3903
184471,0,0,0,1,0,4095
184486,5,1,1,0,0,-2
184493,5,1,1,0,0,-2
184558,2,0,1,1,0,3519
184728,5,1,0,1,0,-2
184910,1,0,0,1,0,3071
184972,2,0,1,1,0,3519
185097,1,0,1,1,0,3007
185112,2,0,0,1,0,3583
185137,2,0,0,1,0,3583
185156,5,1,1,1,0,-2
185163,5,1,1,0,0,-2
185188,5,1,0,1,0,-2
185313,5,1,0,1,0,-2
185365,4,0,0,1,0,3967
185386,1,0,0,1,0,3071
185430,2,0,1,1,0,3519
185590,3,0,1,1,0,3775
185600,2,0,1,1,0,3519
185691,5,1,0,1,0,-2
185758,0,0,1,1,0,4031
185853,5,1,1,0,0,-2
185860,5,1,0,0,0,-2
185984,1,0,1,1,0,3007
185997,4,0,0,1,0,3967
186124,2,0,1,1,0,3519
186333,5,1,1,1,0,-2
186451,3,0,0,1,0,3839
186496,5,1,0,0,0,-2
186508,0,0,0,1,0,4095
186729,3,0,1,1,0,3775
186795,4,0,0,1,0,3967
186812,2,0,1,1,0,3519
186818,1,0,1,1,0,3007
186898,3,0,1,1,0,3775
186924,2,0,0,1,0,3583
186931,5,1,1,0,0,-2
186974,2,0,0,1,0,3583
186981,5,1,1,0,0,-2
187016,2,0,0,1,0,3583
187019,4,0,1,1,0,3903
187040,1,0,1,1,0,3007
187058,0,0,0,1,0,4095
187093,4,0,1,1,0,3903
187126,3,0,1,1,0,3775
187174,2,0,0,1,0,3583
187206,5,1,1,1,0,-2
187210,4,0,0,1,0,3967
187227,4,0,1,1,0,3903
187236,2,0,0,1,0,3583
187590,3,0,1,1,0,3775
187617,0,0,0,1,0,4095
187636,0,0,0,1,0,4095
187666,0,0,1,1,0,4031
187738,1,0,0,1,0,3071
187751,5,1,1,0,0,-2
187826,3,0,1,1,0,3775
187992,0,0,1,1,0,4031
188000,0,0,1,1,0,4031
188013,3,0,0,1,0,3839
188155,5,1,0,1,0,-2
188193,5,1,0,0,0,-2
188207,0,0,0,1,0,4095
188290,5,1,0,1,0,-2
188375,2,0,1,1,0,3519
188445,2,0,0,1,0,3583
188461,1,0,0,1,0,3071
188499,4,0,1,1,0,3903
188699,0,0,0,1,0,4095
188762,1,0,1,1,0,3007
188780,2,0,0,1,0,3583
188848,4,0,0,1,0,3967
188853,3,0,0,1,0,3839
188876,4,0,1,1,0,3903
188885,4,0,0,1,0,3967
188931,5,1,1,0,0,-2
188937,1,0,1,1,0,3007
189029,4,0,0,1,0,3967
189153,4,0,1,1,0,3903
189252,5,1,0,0,0,-2
189267,4,0,1,1,0,3903
189319,5,1,0,1,0,-2
189389,3,0,1,1,0,3775
189462,5,1,1,0,0,-2
189668,0,0,1,1,0,4031
189685,0,0,0,1,0,4095
189942,0,0,1,1,0,4031
190025,5,1,0,0,0,-2
190031,1,0,1,1,0,3007
190037,2,0,0,1,0,3583
190040,4,0,1,1,0,3903
190104,3,0,0,1,0,3839
190192,0,0,1,1,0,4031
190223,4,0,1,1,0,3903
190261,2,0,1,1,0,3519
190314,4,0,0,1,0,3967
190379,3,0,1,1,0,3775
190463,3,0,1,1,0,3775
190523,0,0,0,1,0,4095
190610,5,1,1,1,0,-2
190703,3,0,1,1,0,3775
190880,0,0,1,1,0,4031
